code,cpv_descr
515141102,installation services of machinery and apparatus for filtering or purifying water
515200003,installation services of agricultural and forestry machinery
515210000,installation services of agricultural machinery
515220007,installation services of forestry machinery
515300006,installation services of machine tools
515400009,installation services of special purpose machinery and equipment
515410006,installation services of mining quarrying construction and metallurgy machinery
515411007,installation services of mining machinery
515412008,installation services of quarrying machinery
515413009,installation services of construction machinery
515414000,installation services of metallurgy machinery
515420003,installation services of food beverage and tobacco processing machinery
515421004,installation services of food processing machinery
515422005,installation services of beverage processing machinery
515423006,installation services of tobacco processing machinery
515430000,installation services of textile clothing and leather production machinery
515431001,installation services of textile production machinery
515432002,installation services of clothing production machinery
515433003,installation services of leather production machinery
515434004,installation services of laundry washing dry cleaning and drying machines
515440007,installation services of paper and paperboard production machinery
515441008,installation services of paper production machinery
515442009,installation services of paperboard production machinery
515450004,installation services of street mailboxes
515500002,installation services of weapon systems
516000008,installation services of computers and office equipment
516100001,installation services of computers and information processing equipment
516110008,installation services of computers
516111009,hardware installation services
516111102,installation services of airport real time departures and arrival display screens or boards
516111205,installation services of railway real time departures and arrival display screens or boards
516120005,installation services of information processing equipment
516200004,installation services of office equipment
517000009,installation services of fire protection equipment
518000000,installation services of metal containers
518100003,installation services of tanks
518200006,installation services of reservoirs
519000001,installation services of guidance and control systems
550000000,hotel restaurant and retail trade services
551000001,hotel services
551100004,hotel accommodation services
551200007,hotel meeting and conference services
551300000,other hotel services
552000002,camping sites and other non hotel accommodation
552100005,youth hostel services
552200008,camping site services
552210005,caravan site services
552400004,holiday centre and holiday home services
552410001,holiday centre services
552420008,holiday home services
552430005,children s holiday camp services
552500007,letting services of short stay furnished accommodation
552600000,sleeping car services
552700003,services provided by bed and breakfast establishments
553000003,restaurant and food serving services
553100006,restaurant waiter services
553110003,restricted clientele restaurant waiter services
553120000,unrestricted clientele restaurant waiter services
553200009,meal serving services
553210006,meal preparation services
553220003,meal cooking services
553300002,cafeteria services
554000004,beverage serving services
554100007,bar management services
555000005,canteen and catering services
555100008,canteen services
555110005,canteen and other restricted clientele cafeteria services
555120002,canteen management services
555200001,catering services
555210008,catering services for private households
555211009,meals on wheels services
555212000,meal delivery service
555220005,catering services for transport enterprises
555230002,catering services for other enterprises or other institutions
555231003,school meal services
555240009,school catering services
559000009,retail trade services
600000008,transport services excl waste transport
601000009,road transport services
601120006,public road transport services
601200005,taxi services
601300008,special purpose road passenger transport services
601400001,non scheduled passenger transport
601500004,passenger transport by animal drawn vehicles
601600007,mail transport by road
601610004,parcel transport services
601700000,hire of passenger transport vehicles with driver
601710007,hire of passenger cars with driver
601720004,hire of buses and coaches with driver
601800003,hire of goods transport vehicles with driver
601810000,hire of trucks with driver
601820007,hire of industrial vehicles with driver
601830004,hire of vans with driver
602000000,railway transport services
602100003,public transport services by railways
602200006,mail transport by railway
603000001,pipeline transport services
604000002,air transport services
604100005,scheduled air transport services
604110002,scheduled airmail transport services
604200008,non scheduled air transport services
604210005,non scheduled airmail transport services
604230009,air charter services
604240006,hire of air transport equipment with crew
604241007,hire of aircraft with crew
604241100,hire of fixed wing aircraft with crew
604241203,hire of helicopters with crew
604400004,aerial and related services
604410001,aerial spraying services
604420008,aerial forest firefighting services
604430005,air rescue services
604431006,air sea rescue services
604440002,aircraft operation services
604441003,pilot services
604450009,aircraft operating services
605000003,space transport services
605100006,satellite launch services
605200009,experimental payload services
606000004,water transport services
606100007,ferry transport services
606200000,transport by water of mail
606300003,cable laying ship services
606400006,shipping operations
606500009,hire of water transport equipment with crew
606510006,hire of vessels with crew
606511007,hire of sea going vessels with crew
606512008,hire of inland waterway vessels with crew
606513009,anti pollution ship services
606514000,heavy lift ship services
606515001,standby ship services
606516002,offshore supply ship services
606530000,hire of boats with crew
630000009,supporting and auxiliary transport services travel agencies services
631000000,cargo handling and storage services
631100003,cargo handling services
631110000,container handling services
631120007,baggage handling services
631121008,passenger baggage handling services
631121101,baggage collection services
631200006,storage and warehousing services
631210003,storage and retrieval services
631211004,storage services
631211107,gas storage services
631220000,warehousing services
635000004,travel agency tour operator and tourist assistance services
635100007,travel agency and similar services
635110004,organisation of package tours
635120001,sale of travel tickets and package tours services
635130008,tourist information services
635140005,tourist guide services
635150002,travel services
635160009,travel management services
635200000,transport agency services
635210007,freight transport agency services
635220004,ship brokerage services
635230001,port and forwarding agency services
635240008,transport document preparation services
637000006,support services for land water and air transport
637100009,support services for land transport
637110006,support services for railway transport
637111007,train monitoring services
637112008,moving workshops services
637120003,support services for road transport
637121004,bus station services
637122005,highway operation services
637122108,highway toll services
637123006,bridge and tunnel operation services
637123109,bridge operating services
637123116,bridge toll services
637123202,tunnel operation services
637123219,tunnel toll services
637124007,parking services
637125008,weighbridge services
637126009,vehicle refuelling services
637127000,traffic control services
637127103,traffic monitoring services
637200002,support services for water transport
637210009,port and waterway operation services and associated services
637211000,bunkering services
637212001,port operation services
637213002,waterway operation services
637214003,ship refuelling services
637215004,passenger terminal operation services
637220006,ship piloting services
637230003,berthing services
637240000,navigation services
637241001,offshore positioning services
637241104,lightship positioning services
637242002,lightship services
637243003,buoy positioning services
637243106,buoy marking services
637244004,lighthouse services
637250007,salvage and refloating services
637251008,vessel salvaging services
637252009,standby vessel services
637253000,vessel refloating services
637260004,miscellaneous water transport support services
637261005,vessel registration services
637262006,ice breaking services
637263007,vessel storage services
637264008,ship chartering services
637265009,vessel laying up services
637266000,ship operating services
637266103,ship launching services
637266206,rov services
637267001,fishing vessel services
637268002,research vessel services
637269003,anchor handling services
637270001,towing and pushing services of ships
637271002,towing services
637272003,pushing services
637300005,support services for air transport
637310002,airport operation services
637311003,airport slot coordination services
637320009,air traffic control services
637330006,aircraft refuelling services
637340003,hangar services
640000006,postal and telecommunications services
641000007,post and courier services
641100000,postal services
641110007,postal services related to newspapers and periodicals
641120004,postal services related to letters
641130001,postal services related to parcels
641140008,post office counter services
641150005,mailbox rental
641160002,post restante services
641200003,courier services
641210000,multi modal courier services
641211001,mail delivery services
641212002,parcel delivery services
641220007,internal office mail and messenger services
642000008,telecommunications services
642100001,telephone and data transmission services
642110008,public telephone services
642111009,local telephone services
642112000,long distance telephone services
642120005,mobile telephone services
642121006,short message service sms services
642122007,enhanced messaging service ems services
642123008,multimedia message service mms services
642124009,wireless application protocol wap services
642125000,general packet radio services gprs services
642126001,enhanced data for gsm evolution edge services
642127002,universal mobile telephone system umts services
642128003,pay phone provider services
642129004,pre paid phone card provider services
642130002,shared business telephone network services
642140009,dedicated business telephone network services
642141000,satellite circuit rental services
642142001,telephone switchboard services
642144003,communication land line rental
642150006,ip telephone services
642160003,electronic message and information services
642161004,electronic message services
642161107,electronic data exchange services
642161200,electronic mail services
642161303,telex services
642161406,telegraph services
642162005,electronic information services
642162108,value added information services
642163006,teletext services
642200004,telecommunication services except telephone and data transmission services
642210001,interconnection services
642220008,teleworking services
642230005,paging services
642240002,teleconferencing services
642250009,air to ground telecommunications services
642260006,telematics services
642270003,integrated telecommunications services
642280000,television and radio broadcast transmission services
642281001,television broadcast transmission services
642282002,radio broadcast transmission services
650000003,public utilities
651000004,water distribution and related services
651100007,water distribution
651110004,drinking water distribution
651200000,operation of a water purification plant
651210007,water demineralisation services
651220000,water desalination services
651230003,water softening services
651300003,operation of water supplies
652000005,gas distribution and related services
652100008,gas distribution
653000006,electricity distribution and related services
653100009,electricity distribution
653200002,operation of electrical installations
654000007,other sources of energy supplies and distribution
654100000,operation of a power plant
655000008,meter reading service
660000000,financial and insurance services
661000001,banking and investment services
661100004,banking services
661110001,central bank services
661120008,deposit services
661130005,credit granting services
661131006,micro credit granting services
661140002,financial leasing services
661150009,international payment transfer services
661200007,investment banking services and related services
661210004,mergers and acquisition services
661220001,corporate finance and venture capital services
661300000,brokerage and related securities and commodities services
661310007,security brokerage services
661311008,pension investment services
661320004,commodity brokerage services
661330001,processing and clearing services
661400003,portfolio management services
661410000,pension fund management services
661500006,financial markets administration services
661510003,financial market operational services
661511004,electronic marketplace retailing services
661520000,financial market regulatory services
661600009,trust and custody services
661610006,trust services
661620003,custody services
661700002,financial consultancy financial transaction processing and clearing house services
661710009,financial consultancy services
661720006,financial transaction processing and clearing house services
661800005,foreign exchange services
661900008,loan brokerage services
665000005,insurance and pension services
665100008,insurance services
665110005,life insurance services
665120002,accident and health insurance services
665121003,accident insurance services
665122004,health insurance services
665122107,voluntary health insurance services
665122200,medical insurance services
665130009,legal insurance and all risk insurance services
665131000,legal expenses insurance services
665132001,contractor s all risk insurance services
665140006,freight insurance and insurance services relating to transport
665141007,insurance related to transport
665141100,motor vehicle insurance services
665141203,marine aviation and other transport insurance services
665141306,railway insurance services
665141409,aircraft insurance services
665141502,vessel insurance services
665142008,freight insurance services
665150003,damage or loss insurance services
665151004,fire insurance services
665152005,property insurance services
665153006,weather and financial loss insurance services
665154007,weather related insurance services
665154100,financial loss insurance services
665154117,pecuniary loss insurance services
665160000,liability insurance services
665161001,motor vehicle liability insurance services
665162002,aircraft liability insurance services
665163003,vessel liability insurance services
665164004,general liability insurance services
665165005,professional liability insurance services
665170007,credit and surety insurance services
665171008,credit insurance services
665172009,surety insurance services
665173000,risk management insurance services
665180004,insurance brokerage and agency services
665181005,insurance brokerage services
665182006,insurance agency services
665183007,insurance claims adjustment services
665190001,engineering auxiliary average loss actuarial and salvage insurance services
665191002,oil or gas platforms insurance services
665192003,engineering insurance services
665193004,auxiliary insurance services
665193107,insurance consultancy services
665194005,average adjustment services
665195006,loss adjustment services
665196007,actuarial services
665197008,salvage administration services
665200001,pension services
665210008,individual pension services
665220005,group pension services
665230002,pension fund consultancy services
665231003,pension fund administration services
666000006,treasury services
667000007,reinsurance services
667100000,life reinsurance services
667200003,accident and health reinsurance services
700000001,real estate services
701000002,real estate services with own property
701100005,development services of real estate
701110002,development of residential real estate
701120009,development of non residential real estate
701200008,buying and selling of real estate
701210005,building sale or purchase services
701211006,building sale services
701212007,building purchase services
701220002,land sale or purchase services
701221003,land sale services
701221106,vacant land sale services
701222004,land purchase services
701222107,vacant land purchase services
701230009,sale of real estate
701231000,sale of residential real estate
701232001,sale of non residential estate
701300001,letting services of own property
702000003,renting or leasing services of own property
702100006,residential property renting or leasing services
702200009,non residential property renting or leasing services
703000004,real estate agency services on a fee or contract basis
703100007,building rental or sale services
703110004,residential building rental or sale services
703200000,land rental or sale services
703210007,land rental services
703220004,vacant land rental or sale services
703300003,property management services of real estate on a fee or contract basis
703310000,residential property services
703311001,institution management services
703320007,non residential property services
703321008,land management services
703322009,commercial property management services
703323000,industrial property services
703330004,housing services
703400006,time sharing services
710000008,architectural construction engineering and inspection services
712000000,architectural and related services
712100003,advisory architectural services
712200006,architectural design services
712210003,architectural services for buildings
712220000,architectural services for outdoor areas
712221001,urban areas mapping services
712222002,rural areas mapping services
712230007,architectural services for building extensions
712300009,organisation of architectural design contests
712400002,architectural engineering and planning services
712410009,feasibility study advisory service analysis
712420006,project and design preparation estimation of costs
712430003,draft plans systems and integration
712440000,calculation of costs monitoring of costs
712450007,approval plans working drawings and specifications
712460004,determining and listing of quantities in construction
712470001,supervision of building work
712480008,supervision of project and documentation
712500005,architectural engineering and surveying services
712510002,architectural and building surveying services
713000001,engineering services
713100004,consultative engineering and construction services
713110001,civil engineering consultancy services
713111002,civil engineering support services
713112003,transport systems consultancy services
713112106,highways consultancy services
713112209,highways engineering services
713112302,railway engineering services
713112405,airport engineering services
713113004,infrastructure works consultancy services
713120008,structural engineering consultancy services
713130005,environmental engineering consultancy services
713131006,noise control consultancy services
713132007,sound insulation and room acoustics consultancy services
713134009,environmental impact assessment for construction
713134102,risk or hazard assessment for construction
713134205,environmental standards for construction
713134308,environmental indicators analysis for construction
713134401,environmental impact assessment eia services for construction
713134504,environmental monitoring for construction
713140002,energy and related services
713141003,electrical services
713142004,energy management services
713143005,energy efficiency consultancy services
713143108,heating engineering services for buildings
713150009,building services
713151000,building fabric consultancy services
713152001,building consultancy services
713152104,building services consultancy services
713153002,building surveying services
713154003,building inspection services
713154106,inspection of ventilation system
713160006,telecommunication consultancy services
713170003,hazard protection and control consultancy services
713171004,fire and explosion protection and control consultancy services
713172005,health and safety services
713172108,health and safety consultancy services
713180000,advisory and consultative engineering services
713181001,artificial and natural lighting engineering services for buildings
713190007,expert witness services
713200007,engineering design services
713210004,engineering design services for mechanical and electrical installations for buildings
713211005,construction economics services
713212006,heating system design services
713213007,plumbing consultancy services
713214008,ventilation consultancy services
713220001,engineering design services for the construction of civil engineering works
713221002,quantity surveying services for civil engineering works
713222003,pipeline design services
713223004,bridge design services
713224005,dam design services
713225006,engineering design services for traffic installations
713230008,engineering design services for industrial process and production
713231009,electrical power systems design services
713232000,plant engineering design services
713240005,quantity surveying services
713250002,foundation design services
713260009,ancillary building services
713270006,load bearing structure design services
713280003,verification of load bearing structure design services
713300000,miscellaneous engineering services
713310007,drilling mud engineering services
713320004,geotechnical engineering services
713330001,mechanical engineering services
713340008,mechanical and electrical engineering services
713350005,engineering studies
713360002,engineering support services
713370009,corrosion engineering services
713400003,integrated engineering services
713500006,engineering related scientific and technical services
713510003,geological geophysical and other scientific prospecting services
713511004,core preparation and analysis services
713512005,geological and geophysical consultancy services
713512108,geophysical consultancy services
713512201,geological consultancy services
713513006,micropalaeontological analysis services
713514007,petrophysical interpretation services
713515008,ground investigation services
713516009,weather forecasting services
713516102,meteorology services
713516119,climatology services
713516126,hydrometeorology services
713517000,scientific prospecting services
713517103,geophysical prospecting services
713517206,geophysical surveys of archaeological sites
713517309,geological prospecting services
713518001,topographical and water divining services
713518104,topographical services
713518111,topographical surveys of archaeological sites
713518207,water divining services
713519002,geology oceanography and hydrology services
713519105,geology services
713519112,photogeology services
713519129,stratigraphic geology services
713519136,geological exploration services
713519143,archaeological services
713519202,oceanography and hydrology services
713519212,estuarine oceanography services
713519222,physical oceanography services
713519232,bathymetric surveys services
713519242,underwater exploration services
713520000,subsurface surveying services
713521001,seismic services
713521104,seismographic surveying services
713521207,seismic data acquisition services
713521300,seismic data collection services
713521403,seismic processing services
713523003,magnetometric surveying services
713530007,surface surveying services
713531008,hydrographic surveying services
713532009,dimensional surveying services
713540004,map making services
713541005,digital mapping services
713542006,aerial mapping services
713543007,cadastral surveying services
713544008,hydrographic services
713545009,marine survey services
713550001,surveying services
713551002,photogrammetry services
713552003,ordnance surveying
713560008,technical services
713561009,technical control services
713562000,technical assistance services
713563001,technical support services
713564002,technical planning services
714000002,urban planning and landscape architectural services
714100005,urban planning services
714200008,landscape architectural services
714210005,landscape gardening services
715000003,construction related services
715100006,site investigation services
715200009,construction supervision services
715210006,construction site supervision services
715300002,construction consultancy services
715400005,construction management services
715410002,construction project management services
715500008,blacksmith services
716000004,technical testing analysis and consultancy services
716100007,composition and purity testing and analysis services
716200000,analysis services
716210007,technical analysis or consultancy services
716300003,technical inspection and testing services
716310000,technical inspection services
716311001,machinery inspection services
716312002,technical automobile inspection services
716313003,technical building inspection services
716314004,technical inspection services of engineering structures
716314200,maritime safety inspection services
716314303,leak testing services
716314406,flow monitoring services
716314509,bridge inspection services
716314602,dam inspection services
716314705,railway track inspection services
716314808,road inspection services
716314901,runway inspection services
716320007,technical testing services
716321008,valve testing services
716322009,non destructive testing services
717000005,monitoring and control services
717300004,industrial inspection services
717310001,industrial quality control services
718000006,consulting services for water supply and waste consultancy
719000007,laboratory services
720000005,it services consulting software development internet and support
721000006,hardware consultancy services
721100009,hardware selection consultancy services
721200002,hardware disaster recovery consultancy services
721300005,computer site planning consultancy services
721400008,computer hardware acceptance testing consultancy services
721500001,computer audit consultancy and hardware consultancy services
722000007,software programming and consultancy services
722100000,programming services of packaged software products
722110007,programming services of systems and user software
722120004,programming services of application software
722121000,industry specific software development services
722121103,point of sale pos software development services
722121206,flight control software development services
722121213,air traffic control software development services
722121309,aviation ground support and test software development services
722121316,aviation ground support software development services
722121323,aviation test software development services
722121402,railway traffic control software development services
722121505,industrial control software development services
722121608,library software development services
722121701,compliance software development services
722121804,medical software development services
722121907,educational software development services
722122001,networking internet and intranet software development services
722122104,networking software development services
722122111,platform interconnectivity software development services
722122128,optical jukebox server software development services
722122135,operating system enhancement software development services
722122142,network operating system software development services
722122159,networking developers software development services
722122166,network connectivity terminal emulation software development services
722122173,transaction processing software development services
722122180,license management software development services
722122197,miscellaneous networking software development services
722122207,internet and intranet software development services
722122214,internet browsing software development services
722122221,web server software development services
722122238,electronic mail software development services
722122245,web page editing software development services
722123002,document creation drawing imaging scheduling and productivity software development services
722123105,document creation software development services
722123112,document management software development services
722123129,electronic publishing software development services
722123136,optical character recognition ocr software development services
722123143,voice recognition software development services
722123150,desktop publishing software development services
722123167,presentation software development services
722123174,word processing software development services
722123181,scanner software development services
722123208,drawing and imaging software development services
722123215,computer aided design cad software development services
722123222,graphics software development services
722123239,computer aided manufacturing cam software development services
722123246,charting software development services
722123253,form making software development services
722123260,mapping software development services
722123277,drawing and painting software development services
722123284,image processing software development services
722123301,scheduling and productivity software development services
722123318,project management software development services
722123325,scheduling software development services
722123332,contact management software development services
722124003,business transaction and personal business software development services
722124106,investment management and tax preparation software development services
722124113,investment management software development services
722124120,tax preparation software development services
722124209,facilities management software development services and software development services suite
722124216,facilities management software development services
722124223,software development services suites
722124302,inventory management software development services
722124405,financial analysis and accounting software development services
722124412,financial analysis software development services
722124429,financial systems software development services
722124436,accounting software development services
722124450,customer relation management software development services
722124508,time accounting or human resources software development services
722124515,enterprise resource planning software development services
722124601,analytical scientific mathematical or forecasting software development services
722124618,analytical or scientific software development services
722124625,mathematical or forecasting software development services
722124632,statistical software development services
722124704,auction software development services
722124807,sales marketing and business intelligence software development services
722124814,sales or marketing software development services
722124821,business intelligence software development services
722124900,procurement software development services
722125004,communication and multimedia software development services
722125107,communication software development services
722125114,desktop communications software development services
722125121,interactive voice response software development services
722125138,modem software development services
722125145,remote access software development services
722125152,video conferencing software development services
722125169,exchange software development services
722125176,it software development services
722125183,emulation software development services
722125190,memory management software development services
722125200,multimedia software development services
722125217,music or sound editing software development services
722125224,virtual keyboard software development services
722126005,database and operating software development services
722126108,database software development services
722126201,mainframe operating system software development services
722126304,minicomputer operating system software development services
722126407,microcomputer operating system software development services
722126500,personal computer pc operating system software development services
722126603,clustering software development services
722126706,real time operating system software development services
722127006,software development services utilities
722127109,backup or recovery software development services
722127202,bar coding software development services
722127305,security software development services
722127312,file security software development services
722127329,data security software development services
722127408,foreign language translation software development services
722127501,storage media loading software development services
722127604,virus protection software development services
722127611,anti virus software development services
722127707,general compression and print utility software development services
722127714,general utility software development services
722127721,print utility software development services
722127800,system storage and content management software development services
722127817,system management software development services
722127824,storage management software development services
722127831,content management software development services
722127903,version checker software development services
722129008,miscellaneous software development services and computer systems
722129101,computer game software development services family titles and screen savers
722129118,computer game software development services
722129204,office automation software development services
722129307,training and entertainment software development services
722129314,training software development services
722129321,entertainment software development services
722129400,pattern design and calendar software development services
722129417,pattern design software development services
722129424,calendar software development services
722129606,drivers and system software development services
722129709,print shop software development services
722129716,address book making software development services
722129723,label making software development services
722129802,programming languages and tools development services
722129819,compiling software development services
722129826,configuration management software development services
722129833,development software development services
722129840,program testing software development services
722129857,debugging software development services
722129905,spreadsheets and enhancement software development services
722129912,spreadsheet software development services
722200003,systems and technical consultancy services
722210000,business analysis consultancy services
722220007,information systems or technology strategic review and planning services
722221008,information systems or technology strategic review services
722222009,information systems or technology planning services
722223000,information technology services
722230004,information technology requirements review services
722240001,project management consultancy services
722241002,system implementation planning services
722242003,system quality assurance planning services
722250008,system quality assurance assessment and review services
722260005,system software acceptance testing consultancy services
722270002,software integration consultancy services
722280009,hardware integration consultancy services
722300006,custom software development services
722310003,development of software for military applications
722320000,development of transaction processing and custom software
722400009,systems analysis and programming services
722410006,critical design target specification services
722420003,design modelling services
722430000,programming services
722440007,prototyping services
722450004,contract systems analysis and programming services
722460001,systems consultancy services
722500002,system and support services
722510009,disaster recovery services
722520006,computer archiving services
722530003,helpdesk and support services
722531004,helpdesk services
722532005,systems support services
722540000,software testing
722541001,systems testing services
722600005,software related services
722610002,software support services
722620009,software development services
722630006,software implementation services
722640003,software reproduction services
722650000,software configuration services
722660007,software consultancy services
722670004,software maintenance and repair services
722671000,maintenance of information technology software
722672001,repair of information technology software
722680001,software supply services
723000008,data services
723100001,data processing services
723110008,computer tabulation services
723111009,data conversion services
723112000,batch processing services
723113001,computer time sharing services
723120005,data entry services
723121006,data preparation services
723122007,optical character recognition services
723130002,data capture services
723140009,data collection and collation services
723150006,data network management and support services
723151007,data network support services
723152008,data network management services
723160003,data analysis services
723170000,data storage services
723180007,data transmission services
723190004,data supply services
723200004,database services
723210001,added value database services
723220008,data management services
723300002,content or data standardization and classification services
724000004,internet services
724100007,provider services
724110004,internet service providers isp
724120001,electronic mail service provider
724130008,world wide web www site design services
724140005,web search engine providers
724150002,world wide web www site operation host services
724160009,application service providers
724170006,internet domain names
724200000,internet development services
724210007,internet or intranet client application development services
724220004,internet or intranet server application development services
725000000,computer related services
725100003,computer related management services
725110000,network management software services
725120007,document management services
725130004,office automation services
725140001,computer facilities management services
725141002,facilities management services involving computer operation
725142003,facilities management services for computer systems development
725143004,facilities management services for computer systems maintenance
725400002,computer upgrade services
725410009,computer expansion services
725411000,memory expansion services
725900007,computer related professional services
725910004,development of service level agreements
726000006,computer support and consultancy services
726100009,computer support services
726110006,technical computer support services
727000007,computer network services
727100000,local area network services
727200003,wide area network services
728000008,computer audit and testing services
728100001,computer audit services
728200004,computer testing services
729000009,computer back up and catalogue conversion services
729100002,computer back up services
729200005,computer catalogue conversion services
730000002,research and development services and related consultancy services
731000003,research and experimental development services
731100006,research services
731110003,research laboratory services
731120000,marine research services
731200009,experimental development services
732000004,research and development consultancy services
732100007,research consultancy services
732200000,development consultancy services
733000005,design and execution of research and development
734000006,research and development services on security and defence materials
734100009,military research and technology
734200002,pre feasibility study and technological demonstration
734210009,development of security equipment
734220006,development of firearms and ammunition
734230003,development of military vehicles
734240000,development of warships
734250007,development of military aircrafts missiles and spacecrafts
734260004,development of military electronic systems
734300005,test and evaluation
734310002,test and evaluation of security equipment
734320009,test and evaluation of firearms and ammunition
734330006,test and evaluation of military vehicles
734340003,test and evaluation of warships
734350000,test and evaluation of military aircrafts missiles and spacecrafts
734360007,test and evaluation of military electronic systems
750000006,administration defence and social security services
751000007,administration services
751100000,general public services
751110007,executive and legislative services
751111008,executive services
751112009,legislative services
751120004,administrative services for business operations
751121005,administrative development project services
751200003,administrative services of agencies
751210000,administrative educational services
751220007,administrative healthcare services
751230004,administrative housing services
751240001,administrative recreational cultural and religious services
751250008,administrative services related to tourism affairs
751300006,supporting services for the government
751310003,government services
751311004,general personnel services for the government
752000008,provision of services to the community
752100001,foreign affairs and other services
752110008,foreign affairs services
752111009,diplomatic services
752111102,consular services
752112000,foreign economic aid related services
752113001,foreign military aid related services
752200004,defence services
752210001,military defence services
752220008,civil defence services
752300007,justice services
752310004,judicial services
752311005,law courts related administrative services
752312006,services related to the detention or rehabilitation of criminals
752312109,imprisonment services
752312202,prisoner escort services
752312305,prison services
752312408,probation services
752400000,public security law and order services
752410007,public security services
752411008,police services
752420004,public law and order services
752421005,public order services
752421108,bailiff services
752500003,fire brigade and rescue services
752510000,fire brigade services
752511001,firefighting services
752511104,fire prevention services
752511207,forest firefighting services
752520007,rescue services
753000009,compulsory social security services
753100002,benefit services
753110009,sickness benefits
753120006,maternity benefits
753130003,disability benefits
753131004,temporary disablement benefits
753140000,unemployment compensation benefits
753200005,government employee pension schemes
753300008,family allowances
753400001,child allowances
760000003,services related to the oil and gas industry
761000004,professional services for the gas industry
761100007,services incidental to gas extraction
761110004,regasification services
761200000,diving services incidental to gas extraction
761210007,subsea well diving services
762000005,professional services for the oil industry
762100008,services incidental to oil extraction
762110005,liner hanger services
762111006,lining services
762111109,test pit lining services
762111202,well site pit lining services
762112007,mudlogging services
763000006,drilling services
763100009,drilling services incidental to gas extraction
763200002,offshore drilling services
763300005,turbine drilling services
763310002,coiled turbine drilling services
763400008,core drilling
764000007,rig positioning services
764100000,well casing and tubing services
764110007,well casing services
764111008,well casing crew services
764112009,well casing planning services
764113000,well casing milling services
764114001,well casing completion services
764200003,well cementing services
764210000,liner cementing services
764220007,plug cementing services
764230004,foam cementing services
764300006,well drilling and production services
764310003,well drilling services
764311004,well drilling control services
764312005,well drilling pickup services
764313006,well drilling laydown services
